"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0500002726","0000000027","2019-09-13","0000000027","2019-09-15","K4","2019009","","100000022","APJ","USD",112749.74,100222.00,12527.74,"","","C"
"0500002727","0000000022","2019-09-14","0000000022","2019-09-17","K4","2019009","","100000006","EMEA","USD",229520.23,204018.00,25502.23,"","","C"
"0500002728","0000000014","2019-09-15","0000000014","2019-09-17","K4","2019009","","100000032","AMER","USD",196039.12,174257.00,21782.12,"","","C"
"0500002729","0000000012","2019-09-15","0000000012","2019-09-18","K4","2019009","","100000032","AMER","USD",76538.24,68034.00,8504.24,"","","C"
"0500002730","0000000021","2019-09-16","0000000021","2019-09-18","K4","2019009","","100000037","EMEA","USD",42426.00,37712.00,4714.00,"","","C"
"0500002731","0000000018","2019-09-16","0000000018","2019-09-19","K4","2019009","","100000012","EMEA","USD",7259.62,6453.00,806.62,"","","C"
"0500002732","0000000006","2019-09-16","0000000006","2019-09-18","K4","2019009","","100000008","EMEA","USD",7752.37,6891.00,861.37,"","","C"
"0500002733","0000000006","2019-09-16","0000000006","2019-09-19","K4","2019009","","100000028","EMEA","USD",135668.25,120594.00,15074.25,"","","C"
"0500002734","0000000007","2019-09-16","0000000007","2019-09-18","K4","2019009","","100000001","AMER","USD",85104.00,75648.00,9456.00,"","","C"
"0500002735","0000000025","2019-09-17","0000000025","2019-09-18","K4","2019009","","100000023","APJ","USD",25295.61,22485.00,2810.61,"","","C"
"0500002736","0000000016","2019-09-18","0000000016","2019-09-20","K4","2019009","","100000010","EMEA","USD",1531.12,1361.00,170.12,"","","C"
"0500002737","0000000010","2019-09-18","0000000010","2019-09-20","K4","2019009","","100000004","AMER","USD",101554.86,90271.00,11283.86,"","","P"
"0500002738","0000000024","2019-09-18","0000000024","2019-09-21","K4","2019009","","100000021","APJ","USD",83324.25,74066.00,9258.25,"","","C"
"0500002739","0000000006","2019-09-18","0000000006","2019-09-21","K4","2019009","","100000012","EMEA","USD",80913.36,71923.00,8990.36,"","","C"
"0500002740","0000000010","2019-09-19","0000000010","2019-09-20","K4","2019009","","100000030","AMER","USD",32005.12,28449.00,3556.12,"","","C"
"0500002741","0000000014","2019-09-20","0000000014","2019-09-22","K4","2019009","","100000002","AMER","USD",24179.62,21493.00,2686.62,"","","C"
"0500002742","0000000022","2019-09-21","0000000022","2019-09-24","K4","2019009","","100000035","EMEA","USD",11917.12,10593.00,1324.12,"","","C"
"0500002743","0000000016","2019-09-22","0000000016","2019-09-24","K4","2019009","","100000025","EMEA","USD",92116.12,81881.00,10235.12,"","","C"
"0500002744","0000000012","2019-09-23","0000000012","2019-09-26","K4","2019009","","100000033","AMER","USD",76688.99,68168.00,8520.99,"","","C"
"0500002745","0000000014","2019-09-24","0000000014","2019-09-27","K4","2019009","","100000001","AMER","USD",95497.87,84887.00,10610.87,"","","C"
"0500002746","0000000020","2019-09-25","0000000020","2019-09-26","K4","2019009","","100000010","EMEA","USD",44894.23,39906.00,4988.23,"","","C"
"0500002747","0000000016","2019-09-26","0000000016","2019-09-28","K4","2019009","","100000005","EMEA","USD",49820.61,44285.00,5535.61,"","","C"
"0500002748","0000000021","2019-09-26","0000000021","2019-09-28","K4","2019009","","100000036","EMEA","USD",165256.86,146895.00,18361.86,"","","C"
"0500002749","0000000016","2019-09-26","0000000016","2019-09-27","K4","2019009","","100000007","EMEA","USD",40933.12,36385.00,4548.12,"","","C"
"0500002750","0000000026","2019-09-26","0000000026","2019-09-27","K4","2019009","","100000020","APJ","USD",43752.37,38891.00,4861.37,"","","C"
"0500002751","0000000025","2019-09-26","0000000025","2019-09-29","K4","2019009","","100000020","APJ","USD",63038.25,56034.00,7004.25,"","","C"
"0500002752","0000000025","2019-09-27","0000000025","2019-09-29","K4","2019009","","100000024","APJ","USD",9267.74,8238.00,1029.74,"","","C"
"0500002753","0000000012","2019-09-28","0000000012","2019-10-01","K4","2019009","","100000034","AMER","USD",37800.00,33600.00,4200.00,"","","C"
"0500002754","0000000011","2019-09-28","0000000011","2019-10-01","K4","2019009","","100000034","AMER","USD",10800.00,9600.00,1200.00,"","","C"
"0500002755","0000000019","2019-09-28","0000000019","2019-09-30","K4","2019009","","100000011","EMEA","USD",60186.35,53499.00,6687.35,"","","C"
"0500002756","0000000010","2019-09-29","0000000010","2019-09-30","K4","2019009","","100000000","AMER","USD",25008.75,22230.00,2778.75,"","","C"
"0500002757","0000000025","2019-09-30","0000000025","2019-10-03","K4","2019009","","100000020","APJ","USD",5571.00,4952.00,619.00,"","","C"
"0500002758","0000000020","2019-10-01","0000000020","2019-10-03","K4","2019010","","100000026","EMEA","USD",22469.61,19973.00,2496.61,"","","C"
"0500002759","0000000025","2019-10-02","0000000025","2019-10-04","K4","2019010","","100000022","APJ","USD",53619.75,47662.00,5957.75,"","","C"
"0500002760","0000000012","2019-10-03","0000000012","2019-10-06","K4","2019010","","100000032","AMER","USD",75412.12,67033.00,8379.12,"","","C"
"0500002761","0000000024","2019-10-04","0000000024","2019-10-06","K4","2019010","","100000024","APJ","USD",50994.00,45328.00,5666.00,"","","C"
"0500002762","0000000016","2019-10-05","0000000016","2019-10-08","K4","2019010","","100000039","EMEA","USD",4039.87,3591.00,448.87,"","","C"
"0500002763","0000000013","2019-10-06","0000000013","2019-10-07","K4","2019010","","100000030","AMER","USD",72895.50,64796.00,8099.50,"","","C"
"0500002764","0000000025","2019-10-07","0000000025","2019-10-08","K4","2019010","","100000015","APJ","USD",97646.60,86797.00,10849.60,"","","C"
"0500002765","0000000014","2019-10-08","0000000014","2019-10-11","K4","2019010","","100000032","AMER","USD",51738.75,45990.00,5748.75,"","","C"
"0500002766","0000000015","2019-10-08","0000000015","2019-10-10","K4","2019010","","100000014","EMEA","USD",2691.00,2392.00,299.00,"","","C"
"0500002767","0000000016","2019-10-09","0000000016","2019-10-12","K4","2019010","","100000039","EMEA","USD",4386.36,3899.00,487.36,"","","C"
"0500002768","0000000019","2019-10-09","0000000019","2019-10-12","K4","2019010","","100000008","EMEA","USD",44020.11,39129.00,4891.11,"","","X"
"0500002769","0000000016","2019-10-10","0000000016","2019-10-13","K4","2019010","","100000026","EMEA","USD",275272.87,244687.00,30585.87,"","","C"
"0500002770","0000000018","2019-10-11","0000000018","2019-10-14","K4","2019010","","100000013","EMEA","USD",20462.62,18189.00,2273.62,"","","C"
"0500002771","0000000007","2019-10-11","0000000007","2019-10-12","K4","2019010","","100000003","AMER","USD",141947.98,126176.00,15771.98,"","","C"
"0500002772","0000000019","2019-10-11","0000000019","2019-10-14","K4","2019010","","100000038","EMEA","USD",49811.62,44277.00,5534.62,"","","C"
"0500002773","0000000020","2019-10-11","0000000020","2019-10-14","K4","2019010","","100000007","EMEA","USD",26848.11,23865.00,2983.11,"","","C"
"0500002774","0000000022","2019-10-12","0000000022","2019-10-15","K4","2019010","","100000025","EMEA","USD",11804.62,10493.00,1311.62,"","","C"
"0500002775","0000000025","2019-10-13","0000000025","2019-10-15","K4","2019010","","100000018","APJ","USD",139483.12,123985.00,15498.12,"","","C"
"0500002776","0000000006","2019-10-14","0000000006","2019-10-15","K4","2019010","","100000006","EMEA","USD",34804.11,30937.00,3867.11,"","","C"
"0500002777","0000000018","2019-10-14","0000000018","2019-10-17","K4","2019010","","100000026","EMEA","USD",71645.62,63685.00,7960.62,"","","C"
"0500002778","0000000017","2019-10-14","0000000017","2019-10-16","K4","2019010","","100000013","EMEA","USD",18426.37,16379.00,2047.37,"","","C"
"0500002779","0000000015","2019-10-14","0000000015","2019-10-16","K4","2019010","","100000010","EMEA","USD",39929.62,35493.00,4436.62,"","","C"
"0500002780","0000000013","2019-10-14","0000000013","2019-10-17","K4","2019010","","100000000","AMER","USD",112135.48,99676.00,12459.48,"","","C"
"0500002781","0000000019","2019-10-14","0000000019","2019-10-15","K4","2019010","","100000029","EMEA","USD",13316.62,11837.00,1479.62,"","","C"
"0500002782","0000000006","2019-10-14","0000000006","2019-10-17","K4","2019010","","100000035","EMEA","USD",16842.37,14971.00,1871.37,"","","C"
"0500002783","0000000011","2019-10-14","0000000011","2019-10-16","K4","2019010","","100000000","AMER","USD",85301.99,75824.00,9477.99,"","","C"
"0500002784","0000000020","2019-10-15","0000000020","2019-10-16","K4","2019010","","100000006","EMEA","USD",70682.62,62829.00,7853.62,"","","C"
"0500002785","0000000015","2019-10-15","0000000015","2019-10-16","K4","2019010","","100000009","EMEA","USD",30753.00,27336.00,3417.00,"","","C"
"0500002786","0000000026","2019-10-15","0000000026","2019-10-17","K4","2019010","","100000021","APJ","USD",164940.74,146614.00,18326.74,"","","C"
"0500002787","0000000026","2019-10-16","0000000026","2019-10-18","K4","2019010","","100000017","APJ","USD",28337.62,25189.00,3148.62,"","","C"
"0500002788","0000000021","2019-10-16","0000000021","2019-10-19","K4","2019010","","100000011","EMEA","USD",159373.10,141665.00,17708.10,"","","C"
"0500002789","0000000014","2019-10-16","0000000014","2019-10-19","K4","2019010","","100000004","AMER","USD",37775.24,33578.00,4197.24,"","","C"
"0500002790","0000000027","2019-10-17","0000000027","2019-10-18","K4","2019010","","100000017","APJ","USD",78749.98,70000.00,8749.98,"","","C"
"0500002791","0000000026","2019-10-18","0000000026","2019-10-21","K4","2019010","","100000016","APJ","USD",128168.99,113928.00,14240.99,"","","P"
"0500002792","0000000022","2019-10-18","0000000022","2019-10-21","K4","2019010","","100000008","EMEA","USD",61503.74,54670.00,6833.74,"","","C"
"0500002793","0000000004","2019-10-19","0000000004","2019-10-22","K4","2019010","","100000024","APJ","USD",104504.62,92893.00,11611.62,"","","C"
"0500002794","0000000004","2019-10-19","0000000004","2019-10-22","K4","2019010","","100000018","APJ","USD",52193.25,46394.00,5799.25,"","","C"
"0500002795","0000000027","2019-10-19","0000000027","2019-10-20","K4","2019010","","100000023","APJ","USD",81174.36,72155.00,9019.36,"","","C"
"0500002796","0000000025","2019-10-20","0000000025","2019-10-23","K4","2019010","","100000022","APJ","USD",13751.99,12224.00,1527.99,"","","C"
"0500002797","0000000019","2019-10-21","0000000019","2019-10-22","K4","2019010","","100000007","EMEA","USD",97194.37,86395.00,10799.37,"","","C"
"0500002798","0000000018","2019-10-21","0000000018","2019-10-23","K4","2019010","","100000026","EMEA","USD",133261.86,118455.00,14806.86,"","","C"
"0500002799","0000000016","2019-10-22","0000000016","2019-10-25","K4","2019010","","100000026","EMEA","USD",91966.50,81748.00,10218.50,"","","C"
"0500002800","0000000016","2019-10-22","0000000016","2019-10-24","K4","2019010","","100000025","EMEA","USD",61342.87,54527.00,6815.87,"","","C"
"0500002801","0000000025","2019-10-23","0000000025","2019-10-26","K4","2019010","","100000016","APJ","USD",119338.86,106079.00,13259.86,"","","C"
"0500002802","0000000027","2019-10-24","0000000027","2019-10-26","K4","2019010","","100000020","APJ","USD",113676.74,101046.00,12630.74,"","","C"
"0500002803","0000000021","2019-10-25","0000000021","2019-10-27","K4","2019010","","100000010","EMEA","USD",57364.87,50991.00,6373.87,"","","C"
"0500002804","0000000009","2019-10-25","0000000009","2019-10-26","K4","2019010","","100000002","AMER","USD",23780.24,21138.00,2642.24,"","","C"
"0500002805","0000000016","2019-10-25","0000000016","2019-10-28","K4","2019010","","100000012","EMEA","USD",15450.75,13734.00,1716.75,"","","C"
"0500002806","0000000003","2019-10-25","0000000003","2019-10-27","K4","2019010","","100000008","EMEA","USD",8437.50,7500.00,937.50,"","","C"
"0500002807","0000000021","2019-10-26","0000000021","2019-10-28","K4","2019010","","100000010","EMEA","USD",131791.48,117148.00,14643.48,"","","P"
"0500002808","0000000017","2019-10-26","0000000017","2019-10-27","K4","2019010","","100000014","EMEA","USD",27930.36,24827.00,3103.36,"","","C"
"0500002809","0000000025","2019-10-27","0000000025","2019-10-28","K4","2019010","","100000020","APJ","USD",88572.37,78731.00,9841.37,"","","C"
"0500002810","0000000024","2019-10-27","0000000024","2019-10-30","K4","2019010","","100000018","APJ","USD",50267.24,44682.00,5585.24,"","","C"
"0500002811","0000000019","2019-10-27","0000000019","2019-10-29","K4","2019010","","100000010","EMEA","USD",92841.74,82526.00,10315.74,"","","C"
"0500002812","0000000009","2019-10-27","0000000009","2019-10-30","K4","2019010","","100000033","AMER","USD",48988.12,43545.00,5443.12,"","","C"
"0500002813","0000000003","2019-10-28","0000000003","2019-10-30","K4","2019010","","100000026","EMEA","USD",64783.12,57585.00,7198.12,"","","C"
"0500002814","0000000015","2019-10-29","0000000015","2019-10-31","K4","2019010","","100000011","EMEA","USD",69657.74,61918.00,7739.74,"","","C"
"0500002815","0000000026","2019-10-29","0000000026","2019-10-31","K4","2019010","","100000015","APJ","USD",900.00,800.00,100.00,"","","C"
"0500002816","0000000007","2019-10-29","0000000007","2019-10-31","K4","2019010","","100000032","AMER","USD",11179.11,9937.00,1242.11,"","","C"
"0500002817","0000000006","2019-10-30","0000000006","2019-11-01","K4","2019010","","100000036","EMEA","USD",65108.24,57874.00,7234.24,"","","C"
"0500002818","0000000027","2019-10-30","0000000027","2019-10-31","K4","2019010","","100000019","APJ","USD",47888.99,42568.00,5320.99,"","","C"
"0500002819","0000000018","2019-10-30","0000000018","2019-10-31","K4","2019010","","100000035","EMEA","USD",68137.86,60567.00,7570.86,"","","C"
"0500002820","0000000019","2019-10-31","0000000019","2019-11-01","K4","2019010","","100000036","EMEA","USD",84772.11,75353.00,9419.11,"","","C"
"0500002821","0000000006","2019-10-31","0000000006","2019-11-03","K4","2019010","","100000036","EMEA","USD",265867.86,236327.00,29540.86,"","","C"
"0500002822","0000000027","2019-11-01","0000000027","2019-11-02","K4","2019011","","100000024","APJ","USD",88403.62,78581.00,9822.62,"","","C"
"0500002823","0000000027","2019-11-01","0000000027","2019-11-03","K4","2019011","","100000017","APJ","USD",99745.87,88663.00,11082.87,"","","C"
"0500002824","0000000006","2019-11-01","0000000006","2019-11-02","K4","2019011","","100000010","EMEA","USD",95671.12,85041.00,10630.12,"","","C"
"0500002825","0000000022","2019-11-02","0000000022","2019-11-05","K4","2019011","","100000013","EMEA","USD",77259.37,68675.00,8584.37,"","","C"
"0500002826","0000000022","2019-11-03","0000000022","2019-11-05","K4","2019011","","100000035","EMEA","USD",33340.49,29636.00,3704.49,"","","C"
"0500002827","0000000020","2019-11-03","0000000020","2019-11-04","K4","2019011","","100000028","EMEA","USD",2531.25,2250.00,281.25,"","","C"
"0500002828","0000000012","2019-11-04","0000000012","2019-11-06","K4","2019011","","100000030","AMER","USD",111095.99,98752.00,12343.99,"","","C"
"0500002829","0000000013","2019-11-05","0000000013","2019-11-08","K4","2019011","","100000032","AMER","USD",16868.25,14994.00,1874.25,"","","C"
"0500002830","0000000027","2019-11-05","0000000027","2019-11-07","K4","2019011","","100000020","APJ","USD",59005.12,52449.00,6556.12,"","","C"
"0500002831","0000000025","2019-11-06","0000000025","2019-11-09","K4","2019011","","100000022","APJ","USD",88540.87,78703.00,9837.87,"","","C"
"0500002832","0000000011","2019-11-07","0000000011","2019-11-10","K4","2019011","","100000033","AMER","USD",35002.12,31113.00,3889.12,"","","C"
"0500002833","0000000018","2019-11-08","0000000018","2019-11-10","K4","2019011","","100000025","EMEA","USD",81843.74,72750.00,9093.74,"","","C"
"0500002834","0000000013","2019-11-09","0000000013","2019-11-11","K4","2019011","","100000000","AMER","USD",22087.12,19633.00,2454.12,"","","C"
"0500002835","0000000020","2019-11-10","0000000020","2019-11-11","K4","2019011","","100000025","EMEA","USD",110971.11,98641.00,12330.11,"","","C"
"0500002836","0000000012","2019-11-10","0000000012","2019-11-11","K4","2019011","","100000031","AMER","USD",185604.73,164982.00,20622.73,"","","C"
"0500002837","0000000010","2019-11-10","0000000010","2019-11-13","K4","2019011","","100000004","AMER","USD",133069.49,118284.00,14785.49,"","","C"
"0500002838","0000000011","2019-11-10","0000000011","2019-11-12","K4","2019011","","100000031","AMER","USD",21591.00,19192.00,2399.00,"","","C"
"0500002839","0000000003","2019-11-11","0000000003","2019-11-13","K4","2019011","","100000007","EMEA","USD",142648.86,126799.00,15849.86,"","","C"
"0500002840","0000000027","2019-11-12","0000000027","2019-11-15","K4","2019011","","100000020","APJ","USD",117863.99,104768.00,13095.99,"","","C"
